Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age,AveMonthSpend
Graduate Degree,Management,M,M,1,0,0,1,146305,29,89
Graduate Degree,Management,F,M,1,0,0,1,122484,29,55
Graduate Degree,Management,F,S,1,0,0,1,109872,29,52
Graduate Degree,Management,F,M,0,0,0,1,127881,29,60
Graduate Degree,Management,F,M,1,1,4,4,111427,28,96
Bachelors ,Professional,F,M,1,1,2,2,74521,30,70
Bachelors ,Professional,F,M,1,3,5,5,82237,30,98
Bachelors ,Professional,M,M,1,3,5,5,93646,31,150
Graduate Degree,Management,M,S,1,1,0,1,190243,29,87
Graduate Degree,Management,M,S,1,1,0,1,186165,29,82
Graduate Degree,Management,F,M,1,1,0,1,145710,29,56
Bachelors ,Professional,F,M,1,4,5,5,87454,31,99
Bachelors ,Professional,M,M,1,4,5,5,117715,31,158
Graduate Degree,Management,F,M,1,3,5,5,122139,31,105
Graduate Degree,Management,F,M,1,3,5,5,103633,31,101
Bachelors ,Professional,F,M,1,4,5,5,109269,32,100
Graduate Degree,Management,M,M,1,0,0,0,130533,32,89
Bachelors ,Professional,F,M,1,1,3,3,87328,33,81
Bachelors ,Professional,F,S,1,1,3,3,88861,33,81
Bachelors ,Professional,M,S,0,1,0,0,101695,30,75
Bachelors ,Professional,F,S,0,1,0,0,76888,30,47
Bachelors ,Professional,F,M,1,4,5,5,115277,30,97
Bachelors ,Professional,F,S,1,1,0,0,91802,33,51
Bachelors ,Professional,F,M,1,2,3,3,95226,34,80
Bachelors ,Professional,M,M,1,2,3,3,99633,34,126
Bachelors ,Professional,M,M,1,2,4,4,105252,34,138
Bachelors ,Professional,F,M,1,3,4,4,100100,34,91
Bachelors ,Professional,M,M,1,3,5,5,105157,35,163
Bachelors ,Professional,M,S,0,2,2,3,102399,35,109
Bachelors ,Professional,F,S,0,1,0,0,88989,35,49
Bachelors ,Professional,F,S,0,1,0,0,88390,35,57
Partial College,Clerical,F,S,1,1,0,0,37983,25,38
Partial College,Clerical,F,S,0,1,0,0,40869,24,46
Partial College,Clerical,F,S,0,1,0,0,56756,24,40
Partial College,Clerical,F,S,1,1,0,0,45962,24,46
Partial High School,Manual,M,S,0,2,0,0,16123,18,51
Bachelors ,Skilled Manual,M,M,1,0,1,1,49204,24,82
High School,Manual,M,S,0,1,0,0,55725,25,59
Partial High School,Manual,M,M,0,2,0,0,20994,26,67
Partial High School,Manual,M,S,1,2,0,0,26608,26,60
Partial High School,Manual,F,M,0,2,0,0,36829,26,44
Partial High School,Manual,F,S,0,2,0,0,17075,26,38
Partial High School,Manual,F,M,0,2,0,0,22761,26,43
Bachelors ,Skilled Manual,M,M,1,0,1,1,62939,25,89
Bachelors ,Skilled Manual,M,M,1,1,1,1,65989,25,91
Graduate Degree,Skilled Manual,M,S,1,0,0,0,81873,25,72
Partial High School,Manual,M,S,0,2,0,0,25392,26,54
Partial High School,Manual,F,M,0,2,0,0,18046,26,44
High School,Manual,F,S,0,1,0,0,31513,26,35
High School,Manual,M,S,0,1,0,0,52798,26,66
High School,Manual,M,S,0,1,0,0,48478,26,64
High School,Manual,M,S,1,1,0,0,37744,26,58
High School,Manual,M,S,1,1,0,0,69678,26,68
High School,Manual,M,S,1,1,0,0,50995,26,65
Partial College,Clerical,M,M,1,1,1,1,57686,26,83
Partial College,Clerical,M,S,1,0,2,2,39753,26,81
Partial High School,Manual,F,S,0,2,0,0,11813,27,41
Partial High School,Manual,F,S,0,2,0,0,10997,27,44
Partial High School,Manual,F,S,0,2,0,0,13670,27,32
Partial High School,Manual,F,S,0,2,0,0,26093,27,43
High School,Manual,F,S,0,1,0,0,28687,27,44
High School,Manual,F,S,1,1,0,0,36905,27,46
Partial College,Clerical,F,M,0,0,2,2,39951,28,67
Partial College,Clerical,M,S,1,1,2,2,45523,27,86
Partial College,Clerical,M,S,1,1,2,2,62188,27,96
Partial College,Clerical,F,M,0,2,2,2,50566,27,63
Partial College,Clerical,F,S,1,2,3,3,52528,24,64
Partial College,Clerical,F,M,0,2,3,3,44266,24,72
Graduate Degree,Skilled Manual,F,S,1,0,0,0,79625,24,48
Partial College,Clerical,F,S,1,1,4,4,53942,23,67
Graduate Degree,Skilled Manual,F,S,1,0,0,0,74611,32,52
Graduate Degree,Skilled Manual,M,S,1,0,0,0,101728,32,76
Graduate Degree,Skilled Manual,F,S,1,0,0,0,92336,32,48
Bachelors ,Skilled Manual,F,M,1,1,0,1,51747,45,50
Partial High School,Manual,F,M,0,2,0,3,19742,44,43
Bachelors ,Management,F,S,0,2,0,4,88860,54,49
High School,Professional,F,S,1,2,0,4,61093,53,39
High School,Professional,M,S,1,2,0,4,58860,53,65
High School,Professional,F,S,1,2,0,4,46576,53,47
Bachelors ,Management,F,S,1,2,0,4,82526,53,43
Bachelors ,Management,F,S,1,2,0,4,85675,53,47
Bachelors ,Management,F,S,1,2,0,5,83523,53,47
Bachelors ,Management,M,S,1,3,0,5,99404,52,71
Bachelors ,Management,F,S,0,4,0,5,75986,52,50
Bachelors ,Management,M,S,1,4,0,5,90234,52,67
Bachelors ,Management,M,S,1,4,0,5,103561,52,67
Bachelors ,Management,M,S,1,2,0,4,101931,52,77
Bachelors ,Management,F,S,1,2,0,4,90050,52,45
Partial College,Professional,F,S,1,1,1,2,89829,51,58
Partial College,Professional,M,M,1,1,1,2,98324,51,90
Partial College,Professional,F,S,1,1,1,2,76138,51,57
High School,Professional,M,M,1,2,1,2,43598,50,80
Partial College,Professional,M,M,1,1,1,2,87832,50,89
Partial College,Professional,F,S,1,2,1,2,86188,50,59
Bachelors ,Professional,F,S,1,1,0,1,76069,40,47
High School,Professional,F,S,1,2,1,2,41767,49,51
Partial High School,Skilled Manual,F,S,1,2,1,2,45262,49,46
Partial College,Professional,M,M,1,2,1,2,102047,49,95
Partial College,Professional,F,S,1,2,1,2,68290,49,55
Partial College,Professional,M,S,1,2,1,2,80283,49,82
Bachelors ,Management,M,M,1,0,1,2,95249,49,93
Bachelors ,Management,M,M,1,0,1,2,115542,49,99
Partial College,Professional,M,M,1,0,1,2,105179,49,88
Partial College,Professional,F,S,1,2,1,4,70158,49,55
Partial College,Professional,M,M,1,2,1,5,91408,49,93
Partial College,Professional,M,M,1,2,1,2,106132,48,90
Partial College,Professional,F,S,1,2,1,2,71994,48,54
Partial College,Professional,M,M,1,2,1,2,106742,48,95
Partial College,Professional,F,S,1,2,1,2,78982,48,53
Partial College,Professional,M,M,1,1,1,2,95155,48,96
Partial College,Professional,M,M,1,1,1,2,96816,48,96
Partial College,Professional,M,S,1,1,2,4,95683,48,94
High School,Professional,F,S,1,2,1,2,83265,47,57
Partial College,Professional,F,M,1,2,1,2,102347,47,63
Partial College,Professional,F,S,1,2,2,4,77342,47,66
Partial High School,Skilled Manual,M,M,1,2,1,2,74870,46,88
Partial High School,Skilled Manual,M,S,1,2,1,2,77309,46,84
Partial High School,Skilled Manual,F,S,1,2,1,2,60427,46,52
Partial High School,Skilled Manual,F,S,1,3,1,2,59816,46,49
Partial High School,Skilled Manual,M,S,1,3,1,2,74755,46,85
High School,Professional,M,M,1,2,1,2,95008,46,96
High School,Professional,F,M,1,2,1,2,80568,46,64
High School,Professional,M,S,1,2,1,2,103357,46,86
Partial College,Professional,M,M,1,1,3,4,98050,45,123
Bachelors ,Management,F,M,0,4,3,3,143106,40,96
Bachelors ,Management,F,S,0,2,3,3,131029,40,81
Partial College,Professional,M,M,1,2,4,4,170197,41,154
Partial College,Professional,M,M,1,2,4,4,142455,41,150
Partial College,Professional,F,M,0,3,3,4,131711,41,86
High School,Professional,M,S,1,2,1,2,122026,43,94
Partial College,Professional,F,M,1,4,4,4,127150,43,94
Partial College,Professional,M,M,1,4,4,4,167506,43,155
Partial High School,Professional,F,S,1,4,4,4,121690,43,88
Partial College,Professional,M,S,0,3,4,4,158206,43,141
High School,Professional,M,S,0,3,4,4,160283,43,141
Partial College,Professional,F,M,1,1,2,4,113819,44,70
Partial College,Professional,M,M,1,1,2,4,104175,44,113
High School,Professional,M,M,1,2,1,5,96715,54,87
High School,Professional,M,S,1,2,1,5,104774,54,82
Partial College,Professional,F,S,1,2,0,5,108920,54,43
Partial College,Professional,F,S,0,2,0,5,105345,54,44
High School,Professional,M,M,0,3,1,5,92305,53,88
Partial College,Professional,M,S,0,2,0,5,121981,53,74
Partial College,Professional,M,S,0,2,0,5,119732,53,77
Bachelors ,Management,F,M,1,4,4,4,143236,53,97
Partial College,Professional,F,M,1,4,4,4,136970,53,91
Partial College,Professional,F,S,0,4,4,4,129109,53,80
Graduate Degree,Management,F,S,0,4,4,4,159185,53,88
High School,Professional,M,M,0,2,1,3,124397,44,100
Partial College,Professional,M,S,1,1,2,4,109690,45,95
Partial College,Professional,M,M,1,2,2,4,125363,45,114
Partial College,Professional,F,M,0,1,2,4,103214,45,73
Partial College,Professional,M,S,0,4,4,4,168213,44,140
Bachelors ,Management,F,M,1,3,4,4,112547,45,92
High School,Professional,F,S,1,2,1,4,88662,46,55
Bachelors ,Management,M,M,1,3,5,5,177761,46,168
High School,Professional,M,M,1,3,5,5,151898,46,165
High School,Professional,M,S,1,2,1,4,115342,47,89
Partial College,Management,F,M,1,4,4,4,107800,48,93
High School,Management,M,M,1,2,5,5,160673,48,168
High School,Management,F,M,1,3,1,5,97279,49,61
High School,Management,M,M,0,3,1,4,119579,49,95
High School,Management,M,M,0,3,1,4,104770,49,88
Partial High School,Skilled Manual,F,M,1,3,1,5,69683,50,55
High School,Management,M,M,1,4,1,5,120570,50,98
Partial High School,Skilled Manual,F,M,1,4,1,4,88714,50,58
Partial High School,Professional,M,M,1,4,5,5,144609,50,157
Partial High School,Professional,M,M,1,4,5,5,156236,51,165
Bachelors ,Professional,F,S,0,2,0,0,77848,22,48
Bachelors ,Professional,M,M,1,3,0,0,127788,23,86
Bachelors ,Professional,F,S,0,3,0,0,78088,24,49
Bachelors ,Professional,M,M,1,2,0,0,124018,23,86
Bachelors ,Professional,F,M,1,2,0,0,99972,23,57
Bachelors ,Professional,F,S,1,4,0,0,91375,24,52
Bachelors ,Professional,M,S,0,4,0,0,105880,24,71
Partial High School,Professional,M,S,0,4,0,0,96193,24,69
Bachelors ,Professional,M,S,1,3,0,0,117073,24,79
High School,Management,F,M,0,2,5,5,112730,25,106
Partial College,Management,M,M,0,3,5,5,163874,25,162
Partial College,Management,M,M,1,3,5,5,151555,25,167
Partial College,Management,M,M,1,3,5,5,170448,25,168
High School,Management,F,M,1,3,5,5,97646,26,101
High School,Management,F,M,1,3,5,5,100188,26,102
Bachelors ,Professional,F,M,1,4,0,0,112337,27,58
Bachelors ,Professional,M,S,1,3,0,0,134331,27,81
Bachelors ,Professional,M,M,1,3,0,0,112334,27,86
Partial High School,Professional,F,M,1,4,5,5,112791,26,105
Partial High School,Professional,M,M,1,4,5,5,160185,26,168
Partial High School,Professional,F,M,1,4,5,5,130318,26,104
High School,Management,F,M,1,3,5,5,99049,27,93
High School,Management,F,M,0,4,5,5,108875,27,104
Partial High School,Professional,F,M,1,4,5,5,105581,28,100
High School,Management,M,M,1,4,5,5,157990,28,167
Partial High School,Professional,M,M,1,4,5,5,155400,27,175
Partial High School,Management,F,M,1,4,5,5,133046,27,101
Partial College,Professional,M,M,1,3,5,5,121928,34,159
Partial College,Skilled Manual,F,M,1,1,0,1,85749,38,54
Partial College,Skilled Manual,F,M,1,1,0,1,70852,39,46
Graduate Degree,Professional,M,S,1,1,0,1,118628,39,76
Graduate Degree,Professional,F,M,1,3,5,5,96175,39,102
Graduate Degree,Professional,M,M,1,3,5,5,122120,39,162
Partial College,Skilled Manual,F,M,1,1,0,1,90281,40,52
Partial College,Skilled Manual,F,M,1,1,0,1,87358,40,51
Bachelors ,Professional,M,S,0,0,2,3,111641,40,103
Bachelors ,Professional,M,S,0,1,2,3,107639,40,105
Bachelors ,Professional,F,M,1,1,0,1,100633,40,54
Bachelors ,Professional,F,S,1,1,0,1,92282,40,49
Graduate Degree,Professional,M,M,1,1,4,5,95658,40,139
Graduate Degree,Professional,M,M,1,2,4,5,97196,40,142
Graduate Degree,Professional,M,M,1,0,4,5,144672,40,153
Graduate Degree,Management,M,S,1,1,0,1,83111,69,53
Graduate Degree,Management,F,M,1,0,0,1,119901,29,56
Bachelors ,Professional,F,M,1,0,0,2,110599,29,54
Bachelors ,Professional,F,M,1,1,2,2,78604,30,69
Bachelors ,Professional,F,M,1,1,2,2,66387,30,66
Bachelors ,Professional,M,S,0,1,2,2,101765,30,105
Graduate Degree,Management,F,M,1,1,4,4,116947,28,91
Bachelors ,Professional,M,S,0,1,2,2,110336,30,101
Bachelors ,Professional,M,S,1,1,2,2,96424,30,100
Bachelors ,Professional,M,M,1,1,2,2,95862,30,109
Bachelors ,Professional,M,M,1,1,2,2,102522,31,112
Bachelors ,Professional,M,M,0,3,5,5,95706,31,153
Graduate Degree,Management,M,S,0,2,0,1,167443,29,80
Bachelors ,Professional,F,M,1,4,5,5,88523,31,100
Graduate Degree,Management,F,S,1,2,5,5,109312,31,90
Graduate Degree,Management,M,S,1,3,5,5,138049,32,155
Graduate Degree,Management,F,S,1,3,5,5,111649,32,98
Bachelors ,Professional,F,M,1,0,0,0,103591,32,57
Bachelors ,Professional,F,M,1,0,0,0,101372,32,57
Bachelors ,Professional,M,M,1,0,0,0,128035,32,85
Bachelors ,Professional,F,S,0,1,3,3,89894,33,70
Bachelors ,Professional,M,S,0,1,0,0,101569,30,78
Bachelors ,Professional,M,S,0,1,0,0,98114,30,80
Bachelors ,Professional,F,S,1,1,0,0,78667,33,51
Bachelors ,Professional,M,S,0,1,0,0,102835,33,78
Bachelors ,Professional,M,S,1,1,0,0,111843,34,78
Bachelors ,Professional,F,S,1,1,0,0,80857,34,54
Bachelors ,Professional,M,M,1,2,3,3,97095,34,123
Bachelors ,Professional,F,S,1,2,2,3,78937,35,67
Bachelors ,Professional,M,S,0,2,2,3,121358,35,104
Bachelors ,Professional,M,M,1,0,3,3,134965,31,141
Bachelors ,Professional,F,M,1,1,0,1,88288,36,52
Bachelors ,Professional,F,S,1,1,0,1,67669,36,47
Partial College,Skilled Manual,M,M,1,1,0,1,88659,37,77
Bachelors ,Professional,F,S,0,1,0,0,99725,32,51
Graduate Degree,Management,F,S,0,2,0,0,166305,32,57
Graduate Degree,Management,F,S,0,3,0,0,154999,32,56
Graduate Degree,Management,F,S,0,3,0,0,151042,32,56
Partial College,Skilled Manual,F,M,1,1,0,1,70226,38,51
Partial College,Skilled Manual,M,M,1,1,0,1,82188,38,81
Bachelors ,Professional,F,S,0,1,0,0,90629,33,50
Bachelors ,Professional,F,M,1,4,5,5,107911,33,102
Bachelors ,Professional,F,S,0,1,0,0,88368,34,54
Bachelors ,Professional,M,S,0,1,0,0,89996,34,70
Bachelors ,Professional,F,M,0,1,0,0,75299,34,53
Bachelors ,Professional,M,S,0,1,0,0,97713,34,77
Bachelors ,Professional,M,M,1,1,0,5,132545,39,86
Bachelors ,Professional,F,M,1,1,0,4,111829,39,54
Bachelors ,Professional,F,M,0,1,0,0,76288,35,55
Bachelors ,Professional,F,S,1,1,0,0,90681,35,53
Bachelors ,Professional,F,S,0,1,0,0,83660,35,51
Bachelors ,Professional,F,S,0,2,0,0,86788,35,46
Partial College,Skilled Manual,F,M,1,1,0,1,67506,36,49
Bachelors ,Professional,F,M,1,2,4,5,65883,36,83
Partial College,Skilled Manual,M,M,0,2,4,5,94956,36,142
Bachelors ,Professional,M,S,1,1,0,2,130474,40,80
Partial College,Skilled Manual,F,S,1,1,0,1,65379,41,49
Partial College,Skilled Manual,M,M,0,1,0,1,85772,41,78
High School,Skilled Manual,M,M,1,2,0,0,49635,22,75
High School,Skilled Manual,M,S,0,2,0,0,46639,22,67
High School,Skilled Manual,M,S,1,1,0,0,58345,23,71
High School,Skilled Manual,M,S,0,2,0,0,55110,22,64
High School,Skilled Manual,F,S,1,2,0,0,44828,18,38
High School,Skilled Manual,M,S,0,2,0,0,47994,18,66
Partial High School,Clerical,M,S,0,2,0,0,49600,20,69
Partial High School,Clerical,M,S,0,2,0,0,42984,20,63
High School,Skilled Manual,M,S,1,2,0,0,42406,20,63
Partial College,Clerical,M,M,0,2,0,2,48435,60,63
Partial High School,Clerical,F,S,0,2,0,0,39095,21,48
High School,Skilled Manual,F,M,1,2,0,0,25772,19,47
Bachelors ,Management,F,S,1,2,0,2,58750,59,43
Graduate Degree,Management,M,M,1,1,0,2,74540,56,66
Graduate Degree,Management,M,M,1,1,0,2,117811,55,82
Graduate Degree,Management,M,M,1,1,0,2,118347,55,78
High School,Skilled Manual,M,M,1,2,0,5,38919,54,64
High School,Skilled Manual,F,S,0,2,0,0,38834,22,42
High School,Skilled Manual,M,M,1,2,0,0,56828,22,74
Partial College,Skilled Manual,F,M,1,1,0,0,72293,22,47
High School,Skilled Manual,F,M,1,2,0,0,49698,23,51
High School,Skilled Manual,M,M,1,2,0,0,49386,23,69
Partial College,Skilled Manual,M,M,1,1,0,0,93321,25,83
Bachelors ,Management,M,M,1,1,0,0,121131,26,79
Bachelors ,Management,M,M,1,1,0,0,131460,30,89
Bachelors ,Management,M,M,0,1,0,0,116335,30,83
Partial College,Skilled Manual,F,M,1,2,0,0,78170,21,51
Partial College,Skilled Manual,F,S,0,3,4,4,93904,30,84
Partial College,Clerical,M,M,0,2,0,2,56287,54,70
High School,Skilled Manual,F,S,1,2,0,0,43042,20,40
High School,Skilled Manual,F,M,0,2,0,0,44502,20,43
High School,Skilled Manual,M,M,0,2,0,0,46949,20,65
Partial High School,Clerical,M,S,1,2,0,0,56997,20,68
Partial High School,Clerical,F,M,1,2,1,2,17640,51,51
Partial College,Skilled Manual,F,S,0,1,0,0,41195,20,46
Partial College,Skilled Manual,F,S,0,1,0,0,22844,20,46
Partial College,Skilled Manual,M,M,1,1,0,0,42593,20,68
Partial College,Skilled Manual,F,S,0,1,0,0,36401,20,38
Partial College,Skilled Manual,M,S,1,1,0,0,47336,20,65
High School,Skilled Manual,F,M,1,2,0,4,18506,52,33
Graduate Degree,Skilled Manual,M,M,1,0,1,1,107362,27,97
Graduate Degree,Skilled Manual,M,M,1,0,1,1,109620,27,101
Graduate Degree,Skilled Manual,M,M,1,0,1,1,114044,27,104
Graduate Degree,Skilled Manual,F,M,1,0,1,1,88488,27,60
Graduate Degree,Skilled Manual,M,M,1,0,1,1,72300,26,88
Graduate Degree,Skilled Manual,M,M,1,0,1,1,68859,26,89
Bachelors ,Skilled Manual,F,M,1,0,1,1,49974,26,60
Graduate Degree,Skilled Manual,M,M,1,0,0,1,103142,26,81
Partial College,Professional,F,S,1,0,2,5,100749,34,66
Partial College,Professional,M,M,1,0,2,5,112849,34,110
Bachelors ,Management,M,S,1,4,2,3,166170,34,108
Graduate Degree,Management,F,S,0,2,2,2,152919,34,73
Graduate Degree,Management,F,S,0,2,2,2,156429,34,74
Graduate Degree,Management,M,M,1,2,2,2,178286,34,123
Graduate Degree,Management,F,M,1,3,2,2,152221,34,80
Bachelors ,Management,M,M,1,3,0,1,176093,34,94
Partial College,Professional,F,M,1,0,2,3,73510,42,74
Partial College,Professional,M,M,0,2,0,3,122563,42,89
Partial College,Professional,M,M,1,0,2,3,126234,42,114
Partial College,Professional,M,S,1,0,2,3,119581,42,103
Graduate Degree,Management,F,S,1,2,0,2,64654,64,39
Graduate Degree,Management,F,S,1,2,0,2,73725,64,41
Graduate Degree,Management,F,M,1,2,0,2,98961,64,52
Graduate Degree,Management,F,M,1,2,0,4,118103,64,41
Graduate Degree,Management,M,M,1,3,2,2,177256,64,107
Partial College,Professional,F,S,1,2,3,4,104132,35,75
Partial College,Professional,F,M,1,2,3,4,103890,35,82
Partial College,Professional,F,M,0,2,0,0,103807,35,58
Partial College,Professional,F,S,0,2,0,0,91685,35,52
Partial College,Professional,M,M,0,2,0,0,113375,35,80
Partial College,Professional,F,M,1,2,2,2,100627,35,74
Partial College,Professional,M,M,1,2,2,2,114981,35,121
Bachelors ,Management,F,M,1,4,2,4,138130,35,80
Bachelors ,Management,F,M,1,4,2,4,129217,35,75
Bachelors ,Management,F,M,1,3,1,3,132431,35,70
Partial College,Professional,M,M,1,2,4,5,114614,36,149
Partial College,Professional,F,S,1,3,2,2,107172,36,64
Partial College,Professional,M,M,1,3,2,2,114387,36,117
Partial College,Professional,M,M,1,3,2,2,134187,36,120
Bachelors ,Management,F,S,0,1,3,3,139359,36,79
Partial College,Professional,M,M,1,4,3,3,167339,36,140
Bachelors ,Management,M,S,0,4,2,2,170052,36,111
Partial College,Professional,M,M,1,3,4,5,112709,37,147
Partial College,Professional,M,M,1,3,4,5,119046,37,147
Partial College,Professional,F,M,1,3,4,5,115050,37,94
High School,Professional,F,M,1,2,3,4,95201,37,86
Partial College,Professional,M,M,1,4,2,3,113315,37,117
Partial College,Professional,F,M,0,4,3,3,134236,37,88
Graduate Degree,Management,M,S,0,4,0,0,175729,37,85
High School,Professional,M,M,0,2,0,2,87215,43,75
High School,Professional,F,M,0,2,0,2,65287,43,47
High School,Professional,M,M,0,2,0,2,81618,43,80
Partial College,Professional,F,M,0,1,2,3,99278,43,75
Partial High School,Skilled Manual,M,S,0,2,0,2,120374,44,74
Partial High School,Skilled Manual,F,S,1,2,0,2,94084,44,46
High School,Professional,M,M,0,2,0,4,38525,63,60
Graduate Degree,Management,F,S,1,2,0,2,62038,63,41
Graduate Degree,Management,F,S,1,2,0,2,64478,63,39
Graduate Degree,Management,F,M,1,2,0,2,100796,63,48
Graduate Degree,Management,F,M,1,2,0,4,88806,63,45
Graduate Degree,Management,F,M,1,2,0,4,117086,63,48
Graduate Degree,Management,M,M,1,4,3,3,173441,63,115
Graduate Degree,Management,M,M,1,2,0,2,111258,62,66
High School,Professional,M,M,1,3,3,4,125899,38,134
High School,Professional,F,S,1,3,3,4,86647,38,73
Partial College,Professional,M,M,0,4,3,3,158884,38,140
Partial College,Professional,M,M,1,4,3,3,148403,38,139
Partial High School,Skilled Manual,M,M,1,2,0,2,121360,44,87
Partial High School,Skilled Manual,F,M,0,2,0,3,65228,44,45
High School,Professional,M,S,1,0,1,3,82858,44,79
High School,Professional,F,M,1,0,1,3,85000,44,64
High School,Professional,F,M,1,1,1,3,71748,44,57
High School,Professional,F,M,1,1,1,3,86967,44,65
Graduate Degree,Management,M,M,1,2,0,3,111508,45,83
Graduate Degree,Management,M,M,1,2,0,3,127549,45,84
Partial College,Professional,F,S,1,2,0,3,52395,46,47
Graduate Degree,Management,M,M,1,2,0,3,103971,61,72
Graduate Degree,Management,M,S,1,2,0,3,122181,61,68
Graduate Degree,Management,M,M,1,2,0,3,107026,61,70
Graduate Degree,Management,M,M,0,2,0,3,106020,61,74
Graduate Degree,Management,F,M,0,2,0,4,88968,61,49
Graduate Degree,Management,F,S,1,2,0,4,100139,60,48
Graduate Degree,Management,F,M,0,2,0,3,97473,59,44
Graduate Degree,Management,M,S,1,2,0,5,108537,58,72
Graduate Degree,Management,M,M,1,2,0,5,109988,58,70
Graduate Degree,Management,F,M,0,2,0,3,112178,57,58
Bachelors ,Management,F,S,0,2,0,4,44126,56,40
Partial College,Clerical,F,M,0,2,0,3,49387,51,50
Partial High School,Clerical,F,M,1,2,1,2,10982,50,47
Partial College,Skilled Manual,M,S,1,2,0,0,92700,20,73
Partial High School,Clerical,F,S,1,2,0,0,34648,21,38
Partial High School,Clerical,F,S,1,2,0,0,28696,21,46
Partial High School,Clerical,M,S,0,2,0,0,50122,21,67
