Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AveMonthSpend,BikeBuyer,Year,Age
High School,Manual,F,S,1,1,0,0,16484,38,0,1978,20
High School,Manual,M,S,0,1,0,0,25343,59,0,1978,20
Bachelors ,Skilled Manual,M,M,1,0,0,1,58983,68,1,1963,35
Bachelors ,Skilled Manual,M,M,1,0,0,1,67438,75,1,1963,35
Bachelors ,Skilled Manual,M,M,1,1,0,1,52041,79,1,1962,36
Bachelors ,Skilled Manual,F,M,1,1,0,1,51840,52,0,1962,36
Partial College,Clerical,M,S,1,2,5,5,52832,124,1,1977,21
Partial College,Clerical,F,S,1,1,0,0,47671,49,0,1977,21
Partial College,Clerical,M,S,0,1,0,0,56770,63,0,1977,21
High School,Manual,F,S,0,1,0,0,17199,38,0,1976,22
High School,Manual,F,S,0,1,0,0,13943,37,1,1976,22
Partial College,Clerical,M,S,0,1,0,0,51903,68,1,1976,22
Partial College,Clerical,F,S,1,1,0,0,63545,46,1,1976,22
Partial College,Clerical,F,S,0,1,0,0,50324,43,0,1976,22
Partial High School,Manual,M,S,0,2,0,0,26978,59,0,1974,24
Partial High School,Manual,M,M,1,2,0,0,22164,65,0,1974,24
Partial High School,Manual,M,S,0,2,0,0,17348,55,0,1974,24
Partial High School,Manual,M,S,0,2,0,0,12866,56,0,1974,24
Partial College,Clerical,M,S,0,1,0,0,56934,75,1,1975,23
Partial College,Clerical,M,S,0,1,0,0,59117,62,1,1975,23
Bachelors ,Skilled Manual,M,M,1,0,1,1,72078,88,0,1975,23
Bachelors ,Skilled Manual,M,M,1,0,1,1,62981,90,0,1975,23
Partial College,Clerical,F,S,1,2,4,4,41352,72,0,1972,26
Partial College,Clerical,M,S,1,2,4,4,33068,100,0,1972,26
Graduate Degree,Skilled Manual,M,S,0,0,0,0,73073,75,0,1972,26
Graduate Degree,Skilled Manual,M,S,0,0,0,0,75165,71,1,1972,26
Graduate Degree,Skilled Manual,M,S,1,0,0,0,79971,70,0,1973,25
Graduate Degree,Skilled Manual,M,S,0,0,0,0,66985,69,1,1973,25
Graduate Degree,Skilled Manual,M,M,1,0,0,1,86012,79,0,1973,25
Graduate Degree,Skilled Manual,F,S,1,0,0,1,57048,49,1,1973,25
High School,Skilled Manual,M,S,1,3,4,4,60254,112,1,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,102891,64,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,90234,65,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,83371,63,0,1971,27
Graduate Degree,Skilled Manual,F,M,1,0,1,1,64826,57,0,1972,26
Graduate Degree,Skilled Manual,F,M,1,0,0,1,87508,54,0,1972,26
Graduate Degree,Skilled Manual,M,M,1,0,0,1,101069,80,0,1972,26
Graduate Degree,Skilled Manual,F,M,1,0,0,1,92237,53,0,1972,26
Graduate Degree,Professional,F,M,1,0,0,2,74879,52,0,1972,26
Graduate Degree,Professional,F,M,1,0,0,2,88226,52,0,1972,26
Bachelors ,Skilled Manual,M,M,1,0,1,1,53675,89,0,1970,28
Graduate Degree,Professional,F,S,1,0,0,1,90787,52,0,1970,28
Bachelors ,Skilled Manual,F,M,1,1,1,1,38293,51,0,1969,29
Bachelors ,Skilled Manual,F,S,1,0,2,2,44560,59,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,96550,52,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,3,103887,81,0,1971,27
Graduate Degree,Professional,F,M,1,0,0,1,91519,58,1,1969,29
Graduate Degree,Professional,F,M,1,0,0,1,95212,57,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,1,121925,86,0,1969,29
Bachelors ,Skilled Manual,M,M,1,0,2,2,90341,102,1,1968,30
Bachelors ,Skilled Manual,M,M,1,0,2,2,103912,116,0,1968,30
Bachelors ,Skilled Manual,M,S,0,1,2,2,101633,107,1,1968,30
Bachelors ,Skilled Manual,M,S,1,1,2,2,93243,100,1,1968,30
Bachelors ,Skilled Manual,F,S,1,1,2,2,78533,66,1,1968,30
Bachelors ,Professional,F,S,1,1,0,0,54625,42,0,1967,31
Bachelors ,Professional,M,S,1,1,0,0,64959,72,1,1967,31
Bachelors ,Professional,F,S,0,1,0,0,52515,43,0,1967,31
Graduate Degree,Professional,M,S,1,0,0,3,105525,81,0,1970,28
Graduate Degree,Professional,F,M,1,0,0,4,101670,54,0,1970,28
Graduate Degree,Professional,M,M,1,0,0,2,137162,90,0,1970,28
Bachelors ,Skilled Manual,M,S,1,1,2,2,92999,105,0,1967,31
Graduate Degree,Professional,M,S,1,0,0,0,103006,78,1,1966,32
Graduate Degree,Professional,F,S,1,0,0,0,97590,50,0,1966,32
Graduate Degree,Professional,M,M,1,0,0,0,112733,86,1,1966,32
Graduate Degree,Professional,M,S,1,0,0,0,113491,76,1,1966,32
Graduate Degree,Professional,F,M,1,0,0,5,102200,54,1,1969,29
Graduate Degree,Professional,F,S,1,0,0,5,98621,51,1,1969,29
Graduate Degree,Professional,F,S,1,0,0,5,99977,49,1,1969,29
Graduate Degree,Professional,M,M,1,0,0,5,115098,84,0,1969,29
Graduate Degree,Professional,M,S,1,0,0,5,115677,76,1,1969,29
Graduate Degree,Professional,M,M,0,2,5,5,113792,154,1,1969,29
Graduate Degree,Professional,M,M,0,2,5,5,120086,163,1,1969,29
Graduate Degree,Professional,M,M,1,3,5,5,112393,158,1,1969,29
Graduate Degree,Professional,M,S,1,0,0,2,139128,82,0,1969,29
Graduate Degree,Professional,F,M,1,0,0,2,121685,57,0,1969,29
Graduate Degree,Professional,M,M,1,0,0,3,150910,87,0,1969,29
Bachelors ,Professional,F,S,0,1,0,0,63115,47,0,1965,33
Bachelors ,Skilled Manual,F,S,1,1,3,3,100022,76,0,1965,33
Bachelors ,Skilled Manual,F,S,0,1,3,3,97202,75,1,1965,33
Bachelors ,Skilled Manual,F,S,1,1,3,3,92561,71,1,1965,33
Bachelors ,Skilled Manual,F,S,1,2,3,3,99972,77,1,1965,33
Bachelors ,Skilled Manual,F,S,1,2,3,3,111349,77,1,1965,33
Bachelors ,Skilled Manual,F,S,1,3,3,3,98505,79,0,1965,33
Bachelors ,Skilled Manual,F,S,1,1,4,4,115172,84,1,1965,33
Bachelors ,Professional,F,M,0,1,0,0,48892,49,0,1964,34
Bachelors ,Skilled Manual,F,S,1,2,4,4,57352,78,1,1964,34
Bachelors ,Skilled Manual,M,S,0,2,4,4,51606,108,1,1964,34
Bachelors ,Skilled Manual,M,S,0,2,4,4,60875,118,1,1964,34
Bachelors ,Skilled Manual,M,S,1,3,4,4,66302,124,1,1964,34
Bachelors ,Skilled Manual,F,S,1,2,2,4,51125,59,1,1964,34
Bachelors ,Professional,M,M,1,2,2,4,94140,115,1,1963,35
Bachelors ,Professional,M,M,1,2,2,4,104567,111,1,1963,35
Bachelors ,Professional,M,S,0,1,0,0,97105,73,0,1968,30
Bachelors ,Professional,F,S,1,1,0,0,94993,54,1,1968,30
Bachelors ,Professional,M,S,1,1,0,0,106720,78,1,1963,35
Bachelors ,Professional,M,S,0,1,0,0,92328,76,1,1963,35
Bachelors ,Professional,M,S,0,1,0,0,106330,76,1,1963,35
Graduate Degree,Professional,M,M,1,0,2,3,104936,112,1,1963,35
High School,Skilled Manual,M,S,1,2,2,3,61643,98,1,1962,36
Partial College,Skilled Manual,M,M,1,1,0,1,102648,84,0,1962,36
Partial College,Skilled Manual,F,M,1,1,0,1,68889,56,0,1961,37
High School,Skilled Manual,M,M,1,2,2,4,37748,94,0,1960,38
High School,Skilled Manual,F,M,1,2,2,4,33709,56,0,1960,38
Partial College,Skilled Manual,M,M,0,1,0,0,92544,79,0,1967,31
Partial College,Skilled Manual,F,S,1,1,0,0,66763,49,1,1967,31
Graduate Degree,Professional,M,M,0,1,0,0,121159,86,0,1967,31
Graduate Degree,Professional,M,S,0,1,0,0,126340,81,1,1967,31
Graduate Degree,Professional,F,S,0,1,0,0,84568,50,1,1967,31
Partial College,Skilled Manual,F,M,1,1,0,1,73756,49,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,84102,81,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,65947,51,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,106987,85,0,1960,38
Partial College,Skilled Manual,F,M,1,1,0,1,77179,48,0,1960,38
Bachelors ,Professional,M,M,1,0,3,4,112941,125,1,1959,39
Graduate Degree,Professional,F,M,1,1,0,1,100966,52,0,1959,39
Graduate Degree,Professional,F,S,1,0,0,2,131787,57,1,1959,39
Graduate Degree,Professional,M,M,1,0,0,2,144197,87,0,1959,39
Graduate Degree,Management,M,S,1,1,0,1,113620,62,0,1929,69
Graduate Degree,Management,M,M,1,0,0,1,160333,89,0,1969,29
Bachelors ,Professional,M,M,1,1,2,2,102064,114,1,1968,30
Bachelors ,Professional,M,M,1,0,0,2,130910,90,0,1970,28
Bachelors ,Professional,F,S,1,1,2,2,77521,61,1,1967,31
Bachelors ,Professional,F,M,1,3,5,5,86069,97,1,1967,31
Graduate Degree,Management,F,M,1,0,0,1,162650,54,0,1969,29
Graduate Degree,Management,F,M,1,3,5,5,98601,105,1,1966,32
Graduate Degree,Management,F,M,1,3,5,5,108553,102,0,1966,32
Graduate Degree,Management,F,M,1,3,5,5,116114,111,0,1966,32
Bachelors ,Professional,F,S,0,0,0,0,114183,55,1,1966,32
Bachelors ,Professional,M,M,1,0,0,0,124662,87,0,1966,32
Bachelors ,Professional,M,S,1,1,3,3,106604,114,1,1965,33
Bachelors ,Professional,F,S,0,1,3,3,80464,75,1,1965,33
Bachelors ,Professional,M,S,0,1,0,0,118609,79,0,1968,30
Bachelors ,Professional,M,S,0,1,0,0,100691,72,0,1968,30
Bachelors ,Professional,F,S,1,1,0,0,88733,48,1,1968,30
Bachelors ,Professional,M,S,0,1,0,0,101709,77,0,1965,33
Bachelors ,Professional,F,S,1,2,3,3,84555,78,1,1964,34
Bachelors ,Professional,F,M,1,2,4,4,85758,84,1,1964,34
Bachelors ,Professional,M,S,1,2,4,4,108992,133,1,1964,34
Bachelors ,Management,M,M,1,2,0,2,130455,84,0,1968,30
Bachelors ,Management,F,M,1,3,0,2,103497,56,0,1968,30
Bachelors ,Management,F,M,1,3,0,3,106229,53,0,1968,30
High School,Skilled Manual,F,S,0,2,0,0,33929,43,0,1979,19
Partial College,Skilled Manual,F,S,1,1,0,0,41008,39,1,1979,19
High School,Skilled Manual,F,M,0,3,0,5,13177,31,0,1944,54
High School,Skilled Manual,M,M,1,2,0,3,14853,62,0,1944,54
High School,Skilled Manual,M,M,1,2,0,4,23823,62,0,1944,54
Partial College,Skilled Manual,M,S,0,1,0,0,92848,72,0,1979,19
Partial College,Skilled Manual,F,M,0,1,0,0,69655,52,0,1979,19
Partial College,Skilled Manual,F,M,1,2,0,0,69454,52,0,1979,19
High School,Skilled Manual,M,S,0,2,0,0,55920,66,1,1978,20
Partial High School,Clerical,M,S,1,2,0,0,32521,61,0,1978,20
Partial College,Skilled Manual,F,S,1,1,0,0,50565,42,0,1978,20
Partial College,Skilled Manual,F,S,0,1,0,0,46426,43,0,1978,20
Partial College,Skilled Manual,M,M,1,1,0,0,53178,71,0,1978,20
Partial College,Skilled Manual,M,S,0,2,0,0,86015,66,1,1978,20
Partial College,Skilled Manual,M,M,1,2,0,0,90455,72,1,1978,20
Partial College,Clerical,M,M,0,2,0,2,57619,68,0,1946,52
High School,Skilled Manual,F,M,0,2,0,4,22714,40,0,1947,51
High School,Skilled Manual,F,M,1,2,0,4,25480,45,0,1947,51
Partial College,Clerical,F,M,0,2,0,2,44555,45,0,1947,51
Partial High School,Clerical,M,M,1,2,1,2,29852,78,0,1948,50
Partial College,Skilled Manual,M,M,1,2,0,0,98816,81,0,1978,20
Partial High School,Clerical,M,S,0,2,0,0,43947,66,0,1977,21
Partial High School,Clerical,M,S,0,2,0,0,53403,65,0,1977,21
Partial College,Skilled Manual,F,S,1,1,0,0,43226,42,0,1977,21
Partial College,Skilled Manual,M,S,0,1,0,0,44300,59,0,1977,21
Partial College,Skilled Manual,F,M,1,2,0,0,71307,49,0,1977,21
Partial College,Skilled Manual,M,M,0,2,0,0,85099,77,0,1977,21
Partial High School,Clerical,F,M,1,2,1,2,22950,50,0,1949,49
Partial High School,Clerical,F,M,1,2,1,2,20866,52,0,1949,49
Partial College,Clerical,M,M,0,2,0,3,58357,74,0,1950,48
Bachelors ,Management,M,M,1,2,0,2,72653,78,0,1950,48
High School,Skilled Manual,M,M,1,2,0,3,56359,71,0,1951,47
High School,Skilled Manual,F,M,0,2,0,3,53680,48,0,1951,47
High School,Skilled Manual,M,M,1,2,0,3,45164,73,0,1951,47
High School,Skilled Manual,M,M,0,2,0,3,53696,71,0,1951,47
Partial College,Skilled Manual,F,S,0,2,0,0,68074,47,0,1980,18
High School,Skilled Manual,F,M,1,2,0,3,42143,47,0,1952,46
High School,Skilled Manual,F,M,1,2,0,3,38307,40,0,1952,46
Partial College,Skilled Manual,F,S,0,2,0,2,92105,55,1,1954,44
Partial College,Skilled Manual,F,S,1,2,0,0,40208,41,1,1975,23
High School,Skilled Manual,F,S,1,2,0,0,56335,47,0,1975,23
High School,Skilled Manual,F,S,1,2,0,0,45599,44,1,1975,23
Partial College,Skilled Manual,F,S,0,2,0,0,66889,45,0,1975,23
High School,Skilled Manual,M,M,1,2,0,0,52996,72,0,1974,24
High School,Skilled Manual,F,S,1,2,0,0,26711,41,0,1974,24
Partial College,Professional,M,M,0,2,0,0,86596,79,0,1973,25
Partial College,Professional,F,S,0,2,0,0,75949,46,1,1973,25
Partial College,Professional,F,M,1,2,0,0,70860,51,1,1976,22
High School,Skilled Manual,M,S,0,2,0,2,107387,72,1,1955,43
High School,Skilled Manual,M,M,1,2,0,2,114715,86,0,1955,43
High School,Skilled Manual,M,M,0,2,0,2,80168,71,0,1956,42
High School,Professional,F,S,0,2,0,2,90680,50,0,1957,41
Graduate Degree,Management,M,S,0,2,1,1,182537,99,0,1958,40
Bachelors ,Management,M,S,1,1,0,0,115141,77,1,1973,25
Partial College,Professional,F,M,1,2,0,0,73622,52,0,1974,24
Partial College,Professional,F,M,1,2,0,0,87703,51,0,1974,24
Graduate Degree,Management,F,M,1,3,1,1,151900,70,1,1959,39
Graduate Degree,Management,M,S,0,3,0,0,181787,88,1,1959,39
Partial High School,Skilled Manual,F,S,0,2,0,2,82182,48,0,1957,41
Partial High School,Skilled Manual,F,S,1,2,0,2,82355,47,1,1957,41
High School,Professional,F,M,0,2,0,2,78259,51,0,1957,41
High School,Professional,F,S,1,2,0,2,69832,44,0,1957,41
Partial College,Professional,M,M,1,0,1,2,88358,97,0,1957,41
Bachelors ,Professional,F,M,1,4,5,5,103492,105,1,1967,31
Bachelors ,Professional,F,M,1,0,4,4,113086,92,1,1967,31
Partial College,Skilled Manual,F,S,0,1,0,1,71905,51,0,1962,36
Bachelors ,Professional,M,M,1,1,0,1,96071,86,1,1962,36
Bachelors ,Professional,F,M,1,1,0,1,98560,58,0,1962,36
Graduate Degree,Management,M,S,0,1,0,0,133994,80,1,1966,32
Bachelors ,Professional,M,S,1,1,0,0,128240,83,1,1966,32
Graduate Degree,Management,M,S,1,2,0,0,185263,80,0,1966,32
Partial College,Skilled Manual,M,M,1,1,0,1,94869,82,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,97912,84,0,1960,38
Partial College,Skilled Manual,M,M,1,1,0,1,70378,79,1,1960,38
Bachelors ,Professional,M,M,1,1,0,1,114392,84,0,1959,39
Bachelors ,Professional,M,S,0,1,0,0,106033,75,1,1965,33
Bachelors ,Professional,M,M,1,4,5,5,145976,166,1,1965,33
Bachelors ,Professional,M,M,1,4,5,5,127380,170,1,1965,33
Bachelors ,Professional,F,M,1,4,5,5,118399,106,1,1965,33
Bachelors ,Professional,F,S,1,1,0,0,94668,51,0,1964,34
Bachelors ,Professional,F,S,0,1,0,0,79082,45,0,1964,34
Bachelors ,Professional,M,S,1,1,0,0,89913,79,1,1963,35
Partial College,Skilled Manual,F,S,1,1,0,1,67723,55,0,1962,36
Bachelors ,Professional,M,M,1,2,4,5,100398,148,1,1962,36
Bachelors ,Professional,F,M,1,2,4,5,75190,86,0,1962,36
Bachelors ,Professional,M,S,1,1,0,2,125809,81,0,1958,40
Bachelors ,Management,M,S,0,1,0,2,127622,81,1,1958,40
Partial College,Skilled Manual,M,M,1,1,0,1,107913,88,1,1957,41
Partial College,Clerical,M,M,0,2,0,2,72469,72,0,1935,63
High School,Skilled Manual,F,M,1,2,1,2,31764,53,0,1949,49
High School,Skilled Manual,M,S,1,2,0,0,62840,64,0,1976,22
High School,Skilled Manual,M,M,1,2,0,0,54916,71,0,1976,22
High School,Skilled Manual,M,S,1,2,0,0,40664,58,0,1976,22
High School,Skilled Manual,M,M,1,2,0,0,53305,68,0,1975,23
High School,Skilled Manual,F,S,0,2,0,0,34248,45,0,1976,22
High School,Skilled Manual,F,S,1,2,0,0,34986,40,0,1976,22
High School,Skilled Manual,F,M,1,2,0,0,53158,48,0,1980,18
High School,Skilled Manual,M,S,0,2,0,0,51487,65,0,1980,18
High School,Skilled Manual,M,M,1,2,0,0,54758,67,0,1980,18
High School,Skilled Manual,M,S,0,2,0,0,48754,62,0,1980,18
High School,Skilled Manual,M,M,0,2,0,0,46919,67,0,1980,18
High School,Skilled Manual,M,M,0,2,0,5,24921,63,0,1946,52
Bachelors ,Management,M,S,1,2,0,2,65113,53,0,1937,61
Partial High School,Clerical,F,M,0,2,0,0,47667,48,1,1977,21
Partial High School,Clerical,M,S,0,2,0,0,52864,69,0,1977,21
High School,Skilled Manual,F,S,0,2,0,0,37814,40,0,1977,21
High School,Skilled Manual,F,M,1,2,0,0,51283,47,0,1976,22
Partial High School,Clerical,M,S,0,2,0,0,42567,63,0,1979,19
High School,Skilled Manual,F,M,1,2,0,0,42578,54,0,1979,19
Bachelors ,Management,F,M,1,2,0,2,67275,42,0,1941,57
Bachelors ,Management,M,M,1,2,0,2,70381,71,0,1942,56
Graduate Degree,Management,F,S,1,1,0,2,84261,45,0,1942,56
Bachelors ,Management,F,S,1,2,0,2,65793,40,0,1943,55
Partial College,Skilled Manual,F,S,0,1,0,0,42526,39,0,1976,22
Partial College,Skilled Manual,M,S,0,1,0,0,41801,62,0,1976,22
Partial College,Skilled Manual,F,S,0,1,0,0,44488,46,0,1976,22
High School,Skilled Manual,F,S,1,2,0,0,45071,48,0,1975,23
High School,Skilled Manual,M,S,1,2,0,0,58242,68,0,1975,23
Partial College,Skilled Manual,M,M,0,1,0,0,55911,75,0,1974,24
Partial College,Skilled Manual,M,S,0,1,0,0,85854,70,0,1973,25
Partial College,Skilled Manual,M,S,0,2,0,0,84082,76,0,1972,26
Partial College,Skilled Manual,M,S,0,2,0,0,94242,77,1,1972,26
Partial College,Skilled Manual,F,S,0,2,0,0,73731,48,0,1972,26
Partial College,Skilled Manual,F,M,0,2,0,0,76545,54,0,1972,26
Bachelors ,Management,F,S,0,1,0,0,104426,49,1,1972,26
Bachelors ,Management,F,S,0,1,0,0,116925,48,0,1968,30
Bachelors ,Management,F,S,0,1,0,0,125713,45,0,1968,30
Bachelors ,Management,F,S,1,2,0,1,101366,50,1,1967,31
Graduate Degree,Management,F,S,1,1,1,1,148078,69,1,1967,31
Bachelors ,Management,F,M,1,2,1,1,139531,69,0,1967,31
Graduate Degree,Management,M,S,0,2,0,0,193575,85,1,1967,31
Partial College,Manual,M,M,1,1,0,0,24142,66,0,1979,19
Partial College,Manual,M,M,0,1,0,0,18328,66,0,1980,18
Partial College,Manual,M,S,1,1,0,0,17025,57,1,1978,20
High School,Manual,F,M,1,2,0,0,26002,48,0,1976,22
Bachelors ,Clerical,F,M,1,0,0,0,18427,40,0,1979,19
Bachelors ,Clerical,M,M,1,0,0,0,33354,68,0,1978,20
High School,Manual,M,S,0,0,1,1,20400,67,1,1977,21
Bachelors ,Clerical,M,S,1,0,0,0,31910,62,0,1977,21
Partial College,Manual,F,S,0,0,0,0,23238,37,0,1977,21
Partial College,Manual,M,M,1,0,0,1,17598,57,0,1943,55
Partial College,Manual,M,M,1,0,0,2,23403,59,0,1943,55
Partial College,Manual,F,M,1,1,0,2,19405,38,0,1943,55
Partial College,Manual,M,S,1,1,0,2,17614,51,0,1943,55
Graduate Degree,Clerical,F,M,1,0,0,4,50242,49,0,1961,37
High School,Manual,F,S,0,1,1,1,14272,47,0,1960,38
High School,Manual,M,M,1,1,1,1,24111,74,1,1960,38
Partial College,Manual,F,S,0,0,1,1,17228,48,1,1960,38
High School,Manual,M,M,1,1,1,1,27824,81,0,1959,39
High School,Manual,M,S,0,1,1,1,20592,69,0,1959,39
Partial College,Manual,F,M,1,1,0,2,31560,45,0,1959,39
Graduate Degree,Clerical,M,M,1,0,0,1,66645,77,0,1958,40
Graduate Degree,Clerical,M,M,1,0,0,1,65685,74,0,1958,40
Bachelors ,Clerical,M,M,1,0,0,3,61782,75,0,1960,38
Bachelors ,Clerical,M,M,1,0,0,3,56531,68,0,1959,39
High School,Manual,F,S,1,0,2,2,12716,46,0,1970,28
Partial College,Manual,M,S,0,1,0,0,13024,58,0,1970,28
Partial College,Manual,M,S,0,1,0,0,13773,54,0,1970,28
Bachelors ,Clerical,M,M,1,0,0,0,57400,76,0,1970,28
Graduate Degree,Clerical,F,M,1,0,0,0,51897,50,0,1970,28
Partial College,Manual,M,S,0,1,0,0,29270,57,0,1969,29
Bachelors ,Clerical,M,S,1,0,0,0,75595,74,0,1969,29
Graduate Degree,Clerical,M,S,1,0,0,0,87827,72,0,1969,29
Graduate Degree,Clerical,M,S,1,0,0,0,85901,71,0,1969,29
Graduate Degree,Clerical,F,M,1,0,0,0,50168,49,1,1969,29
Graduate Degree,Clerical,F,S,1,0,0,0,71878,50,1,1969,29
Graduate Degree,Clerical,M,M,1,0,0,0,78489,75,0,1969,29
Graduate Degree,Clerical,F,M,1,0,0,0,69656,54,0,1969,29
Graduate Degree,Skilled Manual,F,S,1,0,0,0,57258,46,1,1969,29
Graduate Degree,Skilled Manual,F,S,1,0,0,0,55296,48,1,1969,29
Bachelors ,Clerical,F,M,0,2,0,3,28510,32,0,1922,76
Partial College,Manual,F,S,1,2,0,3,17668,40,0,1951,47
Partial College,Manual,M,M,1,1,0,2,27952,65,0,1951,47
High School,Manual,F,S,1,0,3,3,13468,59,0,1968,30
High School,Manual,F,S,1,0,3,3,18589,59,1,1968,30
Partial College,Professional,F,S,0,2,0,5,87920,50,0,1944,54
Bachelors ,Management,F,S,0,4,4,4,127435,83,1,1944,54
High School,Professional,F,M,1,3,1,5,66912,62,0,1945,53
High School,Professional,M,M,1,3,1,5,90824,83,0,1945,53
Bachelors ,Management,F,M,1,4,4,4,122709,93,1,1945,53
Partial College,Professional,F,M,0,2,0,5,98088,53,0,1946,52
Partial College,Professional,M,M,0,2,0,5,122772,81,0,1946,52
Partial College,Professional,F,S,0,2,0,5,99664,49,0,1946,52
Bachelors ,Management,F,S,1,4,3,3,102645,71,0,1946,52
Bachelors ,Management,M,M,1,4,3,3,131389,125,1,1946,52
Bachelors ,Management,F,M,1,0,4,4,111605,87,0,1946,52
Partial College,Professional,M,M,1,4,4,4,158799,154,1,1954,44
Bachelors ,Management,M,M,1,2,5,5,164758,167,1,1953,45
Partial College,Professional,M,S,1,2,1,4,120305,90,1,1952,46
Partial College,Professional,F,M,1,2,1,4,92325,66,0,1952,46
Partial College,Professional,M,M,1,4,4,4,121696,142,1,1952,46
High School,Professional,F,M,1,3,1,4,112115,62,1,1951,47
High School,Professional,F,M,0,2,1,4,119369,61,1,1951,47
Partial College,Professional,M,M,0,2,5,5,158269,167,1,1951,47
High School,Management,M,M,1,3,1,4,120928,97,1,1950,48
Partial College,Management,F,S,1,4,4,4,111608,85,1,1950,48
Partial College,Management,F,M,0,3,5,5,125535,98,1,1950,48
High School,Management,M,S,0,3,5,5,153788,146,1,1950,48
Partial College,Management,F,M,0,3,5,5,125745,103,1,1950,48
High School,Management,F,M,1,3,5,5,130981,99,0,1949,49
High School,Management,M,M,1,4,5,5,168584,155,0,1949,49
Partial High School,Skilled Manual,F,M,1,4,1,5,80311,58,1,1948,50
High School,Management,F,M,1,4,1,5,92344,61,0,1948,50
Partial High School,Skilled Manual,M,S,1,4,1,4,108237,88,0,1948,50
High School,Management,M,S,1,2,0,5,130299,75,0,1947,51
Partial High School,Skilled Manual,F,M,0,2,0,5,93972,54,0,1947,51
Partial High School,Skilled Manual,M,S,1,2,0,5,101347,74,0,1947,51
Partial High School,Professional,M,M,0,1,5,5,106547,151,1,1947,51
Partial High School,Professional,M,M,1,3,5,5,173147,163,1,1947,51
High School,Management,M,S,1,4,5,5,168423,146,1,1947,51
Bachelors ,Professional,M,M,1,4,0,0,94926,75,1,1975,23
Bachelors ,Professional,F,M,1,2,0,0,102609,46,1,1976,22
Bachelors ,Professional,F,S,0,3,0,0,90289,52,0,1975,23
Bachelors ,Professional,M,S,0,3,0,0,126781,76,1,1975,23
Bachelors ,Professional,F,M,1,3,0,0,99702,52,1,1975,23
Bachelors ,Professional,F,S,1,2,0,0,98192,52,0,1975,23
Bachelors ,Professional,F,S,0,2,0,0,119192,51,0,1975,23
Bachelors ,Professional,M,S,0,4,0,0,111409,80,1,1974,24
Bachelors ,Professional,M,S,0,3,0,0,123999,78,0,1974,24
Bachelors ,Professional,M,S,0,3,0,0,122929,80,1,1974,24
Bachelors ,Professional,F,S,0,3,0,0,125509,52,0,1974,24
High School,Management,F,M,1,2,5,5,99717,99,1,1974,24
Bachelors ,Professional,M,S,0,3,0,0,132091,83,1,1972,26
Bachelors ,Professional,F,S,1,3,0,0,100899,48,0,1972,26
Bachelors ,Professional,M,M,0,3,0,0,125010,83,0,1972,26
Partial College,Management,F,S,1,3,5,5,129980,94,1,1973,25
Bachelors ,Professional,F,M,0,3,0,0,109819,55,0,1972,26
